home_team,home_team_state,away_team,away_team_state,home_goal,away_goal,season,round,data,hora
Vasco,RJ,Atletico-MG,MG,1,1,2012,35,2012-11-11,17:00:00
Palmeiras,SP,Fluminense,RJ,2,3,2012,35,2012-11-11,17:00:00
Gremio,RS,Sao Paulo,SP,2,1,2012,35,2012-11-11,17:00:00
Nautico,PE,Flamengo,RJ,0,1,2012,35,2012-11-11,19:30:00
Ponte Preta,SP,Internacional,RS,1,0,2012,35,2012-11-11,19:30:00
Figueirense,SC,Sport,PE,1,1,2012,35,2012-11-11,19:30:00
Cruzeiro,MG,Bahia,BA,3,1,2012,35,2012-11-11,19:30:00
Santos,SP,Figueirense,SC,2,0,2012,36,2012-11-17,19:30:00
Coritiba,PR,Vasco,RJ,1,2,2012,36,2012-11-17,19:30:00
Flamengo,RJ,Palmeiras,SP,1,1,2012,36,2012-11-18,17:00:00
Fluminense,RJ,Cruzeiro,MG,0,2,2012,36,2012-11-18,17:00:00
Sao Paulo,SP,Nautico,PE,2,1,2012,36,2012-11-18,17:00:00
Atletico-MG,MG,Atletico-GO,GO,2,2,2012,36,2012-11-18,17:00:00
Bahia,BA,Ponte Preta,SP,1,0,2012,36,2012-11-18,17:00:00
Sport,PE,Botafogo,RJ,2,0,2012,36,2012-11-18,19:30:00
Internacional,RS,Corinthians,SP,0,2,2012,36,2012-11-18,19:30:00
Portuguesa,SP,Gremio,RS,2,2,2012,36,2012-11-18,19:30:00
Corinthians,SP,Santos,SP,1,1,2012,37,2012-11-24,19:30:00
Vasco,RJ,Flamengo,RJ,1,1,2012,37,2012-11-24,19:30:00
Ponte Preta,SP,Sao Paulo,SP,0,0,2012,37,2012-11-25,17:00:00
Sport,PE,Fluminense,RJ,1,1,2012,37,2012-11-25,17:00:00
Figueirense,SC,Gremio,RS,2,4,2012,37,2012-11-25,17:00:00
Bahia,BA,Nautico,PE,1,1,2012,37,2012-11-25,17:00:00
Cruzeiro,MG,Coritiba,PR,2,1,2012,37,2012-11-25,17:00:00
Internacional,RS,Portuguesa,SP,0,2,2012,37,2012-11-25,17:00:00
Palmeiras,SP,Atletico-GO,GO,1,2,2012,37,2012-11-25,17:00:00
Botafogo,RJ,Atletico-MG,MG,2,3,2012,37,2012-11-25,17:00:00
Flamengo,RJ,Botafogo,RJ,2,2,2012,38,2012-12-01,19:30:00
Santos,SP,Palmeiras,SP,3,1,2012,38,2012-12-01,19:30:00
Fluminense,RJ,Vasco,RJ,1,2,2012,38,2012-12-02,17:00:00
Sao Paulo,SP,Corinthians,SP,3,1,2012,38,2012-12-02,17:00:00
Gremio,RS,Internacional,RS,0,0,2012,38,2012-12-02,17:00:00
Atletico-MG,MG,Cruzeiro,MG,3,2,2012,38,2012-12-02,17:00:00
Portuguesa,SP,Ponte Preta,SP,0,0,2012,38,2012-12-02,17:00:00
Coritiba,PR,Figueirense,SC,3,0,2012,38,2012-12-02,17:00:00
Nautico,PE,Sport,PE,1,0,2012,38,2012-12-02,17:00:00
Atletico-GO,GO,Bahia,BA,0,1,2012,38,2012-12-02,17:00:00
Vasco,RJ,Portuguesa,SP,1,0,2013,1,2013-05-25,18:30:00
Vitoria,BA,Internacional,RS,2,2,2013,1,2013-05-25,18:30:00
Corinthians,SP,Botafogo,RJ,1,1,2013,1,2013-05-25,21:00:00
Gremio,RS,Nautico,PE,2,0,2013,1,2013-05-26,16:00:00
Ponte Preta,SP,Sao Paulo,SP,0,2,2013,1,2013-05-26,16:00:00
Criciuma,SC,Bahia,BA,3,1,2013,1,2013-05-26,16:00:00
Santos,SP,Flamengo,RJ,0,0,2013,1,2013-05-26,16:00:00
Fluminense,RJ,Athletico-PR,PR,2,1,2013,1,2013-05-26,18:30:00
Cruzeiro,MG,Goias,GO,5,0,2013,1,2013-05-26,18:30:00
Coritiba,PR,Atletico-MG,MG,2,1,2013,1,2013-05-26,18:30:00
Athletico-PR,PR,Cruzeiro,MG,2,2,2013,2,2013-05-29,15:00:00
Botafogo,RJ,Santos,SP,2,1,2013,2,2013-05-29,19:30:00
Sao Paulo,SP,Vasco,RJ,5,1,2013,2,2013-05-29,19:30:00
Flamengo,RJ,Ponte Preta,SP,0,2,2013,2,2013-05-29,21:00:00
Bahia,BA,Coritiba,PR,0,0,2013,2,2013-05-29,21:00:00
Nautico,PE,Vitoria,BA,0,3,2013,2,2013-05-29,21:00:00
Goias,GO,Corinthians,SP,1,1,2013,2,2013-05-29,22:00:00
Internacional,RS,Criciuma,SC,2,0,2013,2,2013-05-30,19:30:00
Atletico-MG,MG,Gremio,RS,2,0,2013,2,2013-06-09,18:30:00
Portuguesa,SP,Fluminense,RJ,2,1,2013,2,2013-06-12,22:00:00
Athletico-PR,PR,Flamengo,RJ,2,2,2013,3,2013-06-01,16:20:00
Santos,SP,Gremio,RS,1,1,2013,3,2013-06-01,16:20:00
Botafogo,RJ,Cruzeiro,MG,2,1,2013,3,2013-06-01,16:20:00
Goias,GO,Coritiba,PR,1,1,2013,3,2013-06-01,18:30:00
Vitoria,BA,Vasco,RJ,2,0,2013,3,2013-06-01,18:30:00
Corinthians,SP,Ponte Preta,SP,1,0,2013,3,2013-06-01,21:00:00
Fluminense,RJ,Criciuma,SC,3,0,2013,3,2013-06-02,18:30:00
Internacional,RS,Bahia,BA,1,2,2013,3,2013-06-02,18:30:00
Nautico,PE,Portuguesa,SP,2,2,2013,3,2013-06-02,18:30:00
Atletico-MG,MG,Sao Paulo,SP,0,0,2013,3,2013-06-02,18:30:00
Portuguesa,SP,Internacional,RS,1,1,2013,4,2013-06-05,19:30:00
Sao Paulo,SP,Goias,GO,0,1,2013,4,2013-06-05,19:30:00
Criciuma,SC,Santos,SP,3,1,2013,4,2013-06-05,19:30:00
Ponte Preta,SP,Athletico-PR,PR,3,4,2013,4,2013-06-05,21:00:00
Gremio,RS,Vitoria,BA,1,0,2013,4,2013-06-05,21:00:00
Vasco,RJ,Atletico-MG,MG,2,0,2013,4,2013-06-05,21:00:00
Flamengo,RJ,Nautico,PE,0,1,2013,4,2013-06-05,22:00:00
Bahia,BA,Botafogo,RJ,2,1,2013,4,2013-06-05,22:00:00
Cruzeiro,MG,Corinthians,SP,1,0,2013,4,2013-06-05,22:00:00
Coritiba,PR,Fluminense,RJ,2,1,2013,4,2013-06-06,21:00:00
Cruzeiro,MG,Internacional,RS,2,2,2013,5,2013-06-08,16:20:00
Criciuma,SC,Flamengo,RJ,0,3,2013,5,2013-06-08,16:20:00
Vasco,RJ,Bahia,BA,1,1,2013,5,2013-06-08,18:30:00
Corinthians,SP,Portuguesa,SP,0,0,2013,5,2013-06-08,18:30:00
Ponte Preta,SP,Botafogo,RJ,0,2,2013,5,2013-06-08,21:00:00
Vitoria,BA,Athletico-PR,PR,3,2,2013,5,2013-06-09,18:30:00
Coritiba,PR,Nautico,PE,1,0,2013,5,2013-06-09,18:30:00
Fluminense,RJ,Goias,GO,2,1,2013,5,2013-06-09,18:30:00
Santos,SP,Atletico-MG,MG,1,0,2013,5,2013-06-12,19:30:00
Gremio,RS,Sao Paulo,SP,1,1,2013,5,2013-06-12,22:00:00
Flamengo,RJ,Coritiba,PR,2,2,2013,6,2013-07-06,18:30:00
Nautico,PE,Ponte Preta,SP,1,3,2013,6,2013-07-06,18:30:00
Athletico-PR,PR,Gremio,RS,1,1,2013,6,2013-07-06,18:30:00
Portuguesa,SP,Cruzeiro,MG,1,1,2013,6,2013-07-06,21:00:00
Goias,GO,Vitoria,BA,1,0,2013,6,2013-07-07,16:00:00
Internacional,RS,Vasco,RJ,5,3,2013,6,2013-07-07,16:00:00
Sao Paulo,SP,Santos,SP,0,2,2013,6,2013-07-07,16:00:00
Bahia,BA,Corinthians,SP,0,2,2013,6,2013-07-07,16:00:00
Botafogo,RJ,Fluminense,RJ,1,0,2013,6,2013-07-07,18:30:00
Atletico-MG,MG,Criciuma,SC,3,2,2013,6,2013-07-07,18:30:00
Fluminense,RJ,Internacional,RS,2,3,2013,7,2013-07-13,18:30:00
Santos,SP,Portuguesa,SP,4,1,2013,7,2013-07-13,18:30:00
Ponte Preta,SP,Bahia,BA,0,0,2013,7,2013-07-13,21:00:00
Vitoria,BA,Sao Paulo,SP,3,2,2013,7,2013-07-14,16:00:00
Gremio,RS,Botafogo,RJ,2,1,2013,7,2013-07-14,16:00:00
Corinthians,SP,Atletico-MG,MG,0,1,2013,7,2013-07-14,16:00:00
Coritiba,PR,Athletico-PR,PR,1,0,2013,7,2013-07-14,16:00:00
Criciuma,SC,Goias,GO,0,0,2013,7,2013-07-14,18:30:00
Cruzeiro,MG,Nautico,PE,3,0,2013,7,2013-07-14,18:30:00
Vasco,RJ,Flamengo,RJ,0,1,2013,7,2013-07-14,18:30:00
Botafogo,RJ,Nautico,PE,2,0,2013,8,2013-07-20,18:30:00
Sao Paulo,SP,Cruzeiro,MG,0,3,2013,8,2013-07-20,18:30:00
Criciuma,SC,Gremio,RS,2,1,2013,8,2013-07-20,18:30:00
Vitoria,BA,Bahia,BA,0,0,2013,8,2013-07-21,16:00:00
Internacional,RS,Flamengo,RJ,1,0,2013,8,2013-07-21,16:00:00
Athletico-PR,PR,Corinthians,SP,1,1,2013,8,2013-07-21,16:00:00
Santos,SP,Coritiba,PR,2,2,2013,8,2013-07-21,16:00:00
Fluminense,RJ,Vasco,RJ,1,3,2013,8,2013-07-21,18:30:00
Goias,GO,Portuguesa,SP,2,1,2013,8,2013-07-21,18:30:00
Atletico-MG,MG,Ponte Preta,SP,4,0,2013,8,2013-10-03,19:30:00
Vasco,RJ,Criciuma,SC,3,2,2013,9,2013-07-27,18:30:00
Portuguesa,SP,Athletico-PR,PR,2,3,2013,9,2013-07-27,18:30:00
Ponte Preta,SP,Santos,SP,1,0,2013,9,2013-07-27,21:00:00
Gremio,RS,Fluminense,RJ,2,0,2013,9,2013-07-28,16:00:00
Nautico,PE,Internacional,RS,3,0,2013,9,2013-07-28,16:00:00
Corinthians,SP,Sao Paulo,SP,0,0,2013,9,2013-07-28,16:00:00
Cruzeiro,MG,Atletico-MG,MG,4,1,2013,9,2013-07-28,16:00:00
Flamengo,RJ,Botafogo,RJ,1,1,2013,9,2013-07-28,18:30:00
Coritiba,PR,Vitoria,BA,1,1,2013,9,2013-07-28,18:30:00
Bahia,BA,Goias,GO,2,1,2013,9,2013-07-28,18:30:00
Fluminense,RJ,Cruzeiro,MG,1,0,2013,10,2013-07-31,19:30:00
Atletico-MG,MG,Athletico-PR,PR,1,2,2013,10,2013-07-31,19:30:00
Portuguesa,SP,Criciuma,SC,1,1,2013,10,2013-07-31,19:30:00
Coritiba,PR,Ponte Preta,SP,5,3,2013,10,2013-07-31,21:00:00
Corinthians,SP,Gremio,RS,2,0,2013,10,2013-07-31,21:50:00
Bahia,BA,Flamengo,RJ,3,0,2013,10,2013-07-31,21:50:00
Botafogo,RJ,Vitoria,BA,2,0,2013,10,2013-08-01,19:30:00
Goias,GO,Vasco,RJ,1,1,2013,10,2013-08-01,21:00:00
Nautico,PE,Sao Paulo,SP,0,1,2013,10,2013-09-03,21:00:00
Internacional,RS,Santos,SP,1,2,2013,10,2013-09-10,19:30:00
Sao Paulo,SP,Bahia,BA,1,2,2013,11,2013-07-10,21:00:00
Cruzeiro,MG,Coritiba,PR,1,0,2013,11,2013-08-03,18:30:00
Athletico-PR,PR,Goias,GO,2,0,2013,11,2013-08-04,16:00:00
Ponte Preta,SP,Fluminense,RJ,1,1,2013,11,2013-08-04,16:00:00
Criciuma,SC,Corinthians,SP,0,2,2013,11,2013-08-04,16:00:00
Gremio,RS,Internacional,RS,1,1,2013,11,2013-08-04,16:00:00
Flamengo,RJ,Atletico-MG,MG,3,0,2013,11,2013-08-04,16:00:00
Vasco,RJ,Botafogo,RJ,2,3,2013,11,2013-08-04,18:30:00
Vitoria,BA,Portuguesa,SP,2,1,2013,11,2013-08-04,18:30:00
Santos,SP,Nautico,PE,1,1,2013,11,2013-09-25,21:00:00
Sao Paulo,SP,Internacional,RS,0,1,2013,12,2013-07-24,21:00:00
Vitoria,BA,Fluminense,RJ,1,1,2013,12,2013-08-07,19:30:00
Criciuma,SC,Cruzeiro,MG,1,2,2013,12,2013-08-07,19:30:00
Flamengo,RJ,Portuguesa,SP,1,1,2013,12,2013-08-07,21:00:00
Athletico-PR,PR,Bahia,BA,1,0,2013,12,2013-08-07,21:00:00
Atletico-MG,MG,Botafogo,RJ,2,2,2013,12,2013-08-07,21:50:00
Santos,SP,Corinthians,SP,1,1,2013,12,2013-08-07,21:50:00
Goias,GO,Nautico,PE,2,1,2013,12,2013-08-07,21:50:00
Gremio,RS,Coritiba,PR,0,1,2013,12,2013-08-08,21:00:00
Vasco,RJ,Ponte Preta,SP,1,1,2013,12,2013-08-08,21:00:00
Nautico,PE,Atletico-MG,MG,0,0,2013,13,2013-08-10,18:30:00
Botafogo,RJ,Goias,GO,1,1,2013,13,2013-08-10,18:30:00
Fluminense,RJ,Flamengo,RJ,2,3,2013,13,2013-08-11,16:00:00
Corinthians,SP,Vitoria,BA,2,0,2013,13,2013-08-11,16:00:00
Cruzeiro,MG,Santos,SP,0,0,2013,13,2013-08-11,16:00:00
Coritiba,PR,Vasco,RJ,0,1,2013,13,2013-08-11,16:00:00
Ponte Preta,SP,Criciuma,SC,3,1,2013,13,2013-08-11,18:30:00
Bahia,BA,Gremio,RS,0,3,2013,13,2013-08-11,18:30:00
Internacional,RS,Athletico-PR,PR,2,2,2013,13,2013-08-11,18:30:00
Portuguesa,SP,Sao Paulo,SP,2,1,2013,13,2013-08-11,18:30:00
Atletico-MG,MG,Bahia,BA,2,0,2013,14,2013-08-14,19:30:00
Santos,SP,Vasco,RJ,1,1,2013,14,2013-08-14,19:30:00
Criciuma,SC,Nautico,PE,3,0,2013,14,2013-08-14,19:30:00
Vitoria,BA,Ponte Preta,SP,3,1,2013,14,2013-08-14,21:00:00
Coritiba,PR,Portuguesa,SP,1,1,2013,14,2013-08-14,21:00:00
Goias,GO,Flamengo,RJ,1,1,2013,14,2013-08-14,21:50:00
Fluminense,RJ,Corinthians,SP,0,0,2013,14,2013-08-14,21:50:00
Gremio,RS,Cruzeiro,MG,3,1,2013,14,2013-08-14,21:50:00
Sao Paulo,SP,Athletico-PR,PR,1,1,2013,14,2013-08-15,19:30:00
Botafogo,RJ,Internacional,RS,3,3,2013,14,2013-08-15,21:00:00
Nautico,PE,Fluminense,RJ,0,1,2013,15,2013-08-17,18:30:00
Cruzeiro,MG,Vitoria,BA,5,1,2013,15,2013-08-17,18:30:00
Vasco,RJ,Gremio,RS,2,3,2013,15,2013-08-17,21:00:00
Ponte Preta,SP,Goias,GO,0,1,2013,15,2013-08-18,16:00:00
Portuguesa,SP,Botafogo,RJ,1,3,2013,15,2013-08-18,16:00:00
Corinthians,SP,Coritiba,PR,1,0,2013,15,2013-08-18,16:00:00
Flamengo,RJ,Sao Paulo,SP,0,0,2013,15,2013-08-18,16:00:00
Bahia,BA,Santos,SP,0,0,2013,15,2013-08-18,18:30:00
Internacional,RS,Atletico-MG,MG,0,0,2013,15,2013-08-18,18:30:00
Athletico-PR,PR,Criciuma,SC,2,1,2013,15,2013-08-18,18:30:00
Flamengo,RJ,Gremio,RS,0,1,2013,16,2013-08-24,18:30:00
Ponte Preta,SP,Cruzeiro,MG,0,2,2013,16,2013-08-24,18:30:00
Santos,SP,Vitoria,BA,2,0,2013,16,2013-08-24,18:30:00
Criciuma,SC,Coritiba,PR,2,1,2013,16,2013-08-24,21:00:00
Atletico-MG,MG,Portuguesa,SP,2,1,2013,16,2013-08-25,16:00:00
Bahia,BA,Nautico,PE,2,0,2013,16,2013-08-25,16:00:00
Vasco,RJ,Corinthians,SP,1,1,2013,16,2013-08-25,16:00:00
Sao Paulo,SP,Fluminense,RJ,2,1,2013,16,2013-08-25,16:00:00
Internacional,RS,Goias,GO,3,3,2013,16,2013-08-25,18:30:00
Athletico-PR,PR,Botafogo,RJ,2,0,2013,16,2013-08-25,18:30:00
Nautico,PE,Athletico-PR,PR,1,4,2013,17,2013-08-31,18:30:00
Portuguesa,SP,Bahia,BA,4,2,2013,17,2013-08-31,18:30:00
Gremio,RS,Ponte Preta,SP,1,0,2013,17,2013-08-31,18:30:00
Goias,GO,Atletico-MG,MG,0,0,2013,17,2013-08-31,18:30:00
Fluminense,RJ,Santos,SP,0,2,2013,17,2013-08-31,21:00:00
Coritiba,PR,Internacional,RS,0,0,2013,17,2013-09-01,16:00:00
Vitoria,BA,Criciuma,SC,0,1,2013,17,2013-09-01,16:00:00
Botafogo,RJ,Sao Paulo,SP,0,0,2013,17,2013-09-01,16:00:00
Corinthians,SP,Flamengo,RJ,4,0,2013,17,2013-09-01,16:00:00
Cruzeiro,MG,Vasco,RJ,5,3,2013,17,2013-09-01,18:30:00
Goias,GO,Gremio,RS,2,0,2013,18,2013-09-03,19:30:00
Flamengo,RJ,Vitoria,BA,2,1,2013,18,2013-09-04,19:30:00
Athletico-PR,PR,Santos,SP,2,1,2013,18,2013-09-04,19:30:00
Portuguesa,SP,Ponte Preta,SP,2,1,2013,18,2013-09-04,21:00:00
Internacional,RS,Corinthians,SP,1,0,2013,18,2013-09-04,21:50:00
Atletico-MG,MG,Fluminense,RJ,2,2,2013,18,2013-09-04,21:50:00
Bahia,BA,Cruzeiro,MG,1,3,2013,18,2013-09-04,21:50:00
Botafogo,RJ,Coritiba,PR,3,1,2013,18,2013-09-05,19:30:00
Sao Paulo,SP,Criciuma,SC,1,2,2013,18,2013-09-05,21:00:00
Nautico,PE,Vasco,RJ,0,3,2013,18,2013-09-05,21:00:00
Santos,SP,Goias,GO,1,0,2013,19,2013-09-07,18:30:00
Fluminense,RJ,Bahia,BA,1,0,2013,19,2013-09-07,18:30:00
Vitoria,BA,Atletico-MG,MG,1,1,2013,19,2013-09-07,18:30:00
Ponte Preta,SP,Internacional,RS,1,3,2013,19,2013-09-07,18:30:00
Gremio,RS,Portuguesa,SP,3,2,2013,19,2013-09-07,21:00:00
Coritiba,PR,Sao Paulo,SP,2,0,2013,19,2013-09-08,16:00:00
Cruzeiro,MG,Flamengo,RJ,1,0,2013,19,2013-09-08,16:00:00
Corinthians,SP,Nautico,PE,0,0,2013,19,2013-09-08,16:00:00
Vasco,RJ,Athletico-PR,PR,0,0,2013,19,2013-09-08,18:30:00
Criciuma,SC,Botafogo,RJ,1,2,2013,19,2013-09-08,18:30:00
Athletico-PR,PR,Fluminense,RJ,1,1,2013,20,2013-09-11,19:30:00
Bahia,BA,Criciuma,SC,2,2,2013,20,2013-09-11,21:00:00
Goias,GO,Cruzeiro,MG,1,2,2013,20,2013-09-11,21:00:00
Botafogo,RJ,Corinthians,SP,1,0,2013,20,2013-09-11,21:50:00
Nautico,PE,Gremio,RS,0,2,2013,20,2013-09-11,21:50:00
Portuguesa,SP,Vasco,RJ,2,0,2013,20,2013-09-11,21:50:00
Internacional,RS,Vitoria,BA,2,2,2013,20,2013-09-12,19:30:00
Sao Paulo,SP,Ponte Preta,SP,1,0,2013,20,2013-09-12,21:00:00
Atletico-MG,MG,Coritiba,PR,3,0,2013,20,2013-09-12,21:00:00
Flamengo,RJ,Santos,SP,2,1,2013,20,2013-09-12,21:00:00
Cruzeiro,MG,Athletico-PR,PR,1,0,2013,21,2013-09-14,18:30:00
Fluminense,RJ,Portuguesa,SP,2,1,2013,21,2013-09-14,21:00:00
Vasco,RJ,Sao Paulo,SP,0,2,2013,21,2013-09-15,16:00:00
Corinthians,SP,Goias,GO,1,2,2013,21,2013-09-15,16:00:00
Ponte Preta,SP,Flamengo,RJ,1,1,2013,21,2013-09-15,16:00:00
Criciuma,SC,Internacional,RS,0,1,2013,21,2013-09-15,16:00:00
Coritiba,PR,Bahia,BA,2,2,2013,21,2013-09-15,16:00:00
Santos,SP,Botafogo,RJ,1,2,2013,21,2013-09-15,18:30:00
Vitoria,BA,Nautico,PE,2,1,2013,21,2013-09-15,18:30:00
Gremio,RS,Atletico-MG,MG,0,1,2013,21,2013-09-15,18:30:00
Vasco,RJ,Vitoria,BA,1,2,2013,22,2013-09-18,19:30:00
Gremio,RS,Santos,SP,1,1,2013,22,2013-09-18,19:30:00
Criciuma,SC,Fluminense,RJ,1,2,2013,22,2013-09-18,21:00:00
Coritiba,PR,Goias,GO,2,2,2013,22,2013-09-18,21:00:00
Sao Paulo,SP,Atletico-MG,MG,1,0,2013,22,2013-09-18,21:50:00
Ponte Preta,SP,Corinthians,SP,2,0,2013,22,2013-09-18,21:50:00
Cruzeiro,MG,Botafogo,RJ,3,0,2013,22,2013-09-18,21:50:00
Flamengo,RJ,Athletico-PR,PR,2,4,2013,22,2013-09-19,19:30:00
Portuguesa,SP,Nautico,PE,3,0,2013,22,2013-09-19,21:00:00
Bahia,BA,Internacional,RS,2,0,2013,22,2013-09-19,21:00:00
Fluminense,RJ,Coritiba,PR,1,1,2013,23,2013-09-21,18:30:00
Vitoria,BA,Gremio,RS,0,0,2013,23,2013-09-21,21:00:00
Internacional,RS,Portuguesa,SP,0,1,2013,23,2013-09-22,16:00:00
Nautico,PE,Flamengo,RJ,0,0,2013,23,2013-09-22,16:00:00
Goias,GO,Sao Paulo,SP,1,0,2013,23,2013-09-22,16:00:00
Botafogo,RJ,Bahia,BA,1,2,2013,23,2013-09-22,16:00:00
Corinthians,SP,Cruzeiro,MG,0,0,2013,23,2013-09-22,16:00:00
Santos,SP,Criciuma,SC,2,1,2013,23,2013-09-22,18:30:00
Atletico-MG,MG,Vasco,RJ,2,1,2013,23,2013-09-22,18:30:00
Athletico-PR,PR,Ponte Preta,SP,1,0,2013,23,2013-09-22,18:30:00
Nautico,PE,Coritiba,PR,3,0,2013,24,2013-09-28,18:30:00
Goias,GO,Fluminense,RJ,1,2,2013,24,2013-09-28,18:30:00
Botafogo,RJ,Ponte Preta,SP,0,1,2013,24,2013-09-28,21:00:00
Bahia,BA,Vasco,RJ,0,0,2013,24,2013-09-29,16:00:00
Portuguesa,SP,Corinthians,SP,4,0,2013,24,2013-09-29,16:00:00
Sao Paulo,SP,Gremio,RS,0,1,2013,24,2013-09-29,16:00:00
Flamengo,RJ,Criciuma,SC,4,1,2013,24,2013-09-29,16:00:00
Internacional,RS,Cruzeiro,MG,1,2,2013,24,2013-09-29,18:30:00
Atletico-MG,MG,Santos,SP,3,1,2013,24,2013-09-29,18:30:00
Athletico-PR,PR,Vitoria,BA,3,5,2013,24,2013-09-29,18:30:00
Criciuma,SC,Atletico-MG,MG,1,1,2013,25,2013-09-25,19:30:00
Ponte Preta,SP,Nautico,PE,1,2,2013,25,2013-10-01,19:30:00
Gremio,RS,Athletico-PR,PR,1,0,2013,25,2013-10-02,19:30:00
Cruzeiro,MG,Portuguesa,SP,4,0,2013,25,2013-10-02,19:30:00
Fluminense,RJ,Botafogo,RJ,1,1,2013,25,2013-10-02,21:00:00
Vitoria,BA,Goias,GO,2,1,2013,25,2013-10-02,21:00:00
Santos,SP,Sao Paulo,SP,3,0,2013,25,2013-10-02,21:50:00
Corinthians,SP,Bahia,BA,2,0,2013,25,2013-10-02,21:50:00
Coritiba,PR,Flamengo,RJ,0,2,2013,25,2013-10-02,21:50:00
Vasco,RJ,Internacional,RS,3,1,2013,25,2013-10-03,21:00:00
Botafogo,RJ,Gremio,RS,0,1,2013,26,2013-10-05,18:30:00
Sao Paulo,SP,Vitoria,BA,3,2,2013,26,2013-10-05,21:00:00
Flamengo,RJ,Vasco,RJ,1,1,2013,26,2013-10-06,16:00:00
Internacional,RS,Fluminense,RJ,1,0,2013,26,2013-10-06,16:00:00
Nautico,PE,Cruzeiro,MG,1,4,2013,26,2013-10-06,16:00:00
Atletico-MG,MG,Corinthians,SP,0,0,2013,26,2013-10-06,16:00:00
Athletico-PR,PR,Coritiba,PR,2,1,2013,26,2013-10-06,16:00:00
Bahia,BA,Ponte Preta,SP,1,1,2013,26,2013-10-06,18:30:00
Goias,GO,Criciuma,SC,1,1,2013,26,2013-10-06,18:30:00
Portuguesa,SP,Santos,SP,3,0,2013,26,2013-10-06,18:30:00
Gremio,RS,Criciuma,SC,1,2,2013,27,2013-10-09,19:30:00
Coritiba,PR,Santos,SP,1,0,2013,27,2013-10-09,19:30:00
Ponte Preta,SP,Atletico-MG,MG,2,0,2013,27,2013-10-09,21:00:00
Bahia,BA,Vitoria,BA,2,0,2013,27,2013-10-09,21:00:00
Nautico,PE,Botafogo,RJ,1,3,2013,27,2013-10-09,21:50:00
Cruzeiro,MG,Sao Paulo,SP,0,2,2013,27,2013-10-09,21:50:00
Corinthians,SP,Athletico-PR,PR,0,0,2013,27,2013-10-09,21:50:00
Vasco,RJ,Fluminense,RJ,1,0,2013,27,2013-10-09,21:50:00
Portuguesa,SP,Goias,GO,1,2,2013,27,2013-10-10,19:30:00
Flamengo,RJ,Internacional,RS,2,1,2013,27,2013-10-10,21:00:00
Fluminense,RJ,Gremio,RS,1,1,2013,28,2013-10-12,18:30:00
Vitoria,BA,Coritiba,PR,2,1,2013,28,2013-10-12,18:30:00
Santos,SP,Ponte Preta,SP,2,1,2013,28,2013-10-12,21:00:00
Atletico-MG,MG,Cruzeiro,MG,1,0,2013,28,2013-10-13,16:00:00
Criciuma,SC,Vasco,RJ,3,2,2013,28,2013-10-13,16:00:00
Internacional,RS,Nautico,PE,4,1,2013,28,2013-10-13,16:00:00
Sao Paulo,SP,Corinthians,SP,0,0,2013,28,2013-10-13,16:00:00
Botafogo,RJ,Flamengo,RJ,2,1,2013,28,2013-10-13,18:30:00
Goias,GO,Bahia,BA,3,1,2013,28,2013-10-13,18:30:00
Athletico-PR,PR,Portuguesa,SP,1,0,2013,28,2013-10-13,18:30:00
Cruzeiro,MG,Fluminense,RJ,1,0,2013,29,2013-10-16,19:30:00
Santos,SP,Internacional,RS,0,0,2013,29,2013-10-16,19:30:00
Criciuma,SC,Portuguesa,SP,1,3,2013,29,2013-10-16,21:00:00
Sao Paulo,SP,Nautico,PE,3,0,2013,29,2013-10-16,21:00:00
Ponte Preta,SP,Coritiba,PR,1,0,2013,29,2013-10-16,21:00:00
Flamengo,RJ,Bahia,BA,2,1,2013,29,2013-10-16,21:50:00
Gremio,RS,Corinthians,SP,1,0,2013,29,2013-10-16,21:50:00
Athletico-PR,PR,Atletico-MG,MG,1,0,2013,29,2013-10-16,21:50:00
Vasco,RJ,Goias,GO,0,2,2013,29,2013-10-17,19:30:00
Vitoria,BA,Botafogo,RJ,1,0,2013,29,2013-10-17,21:00:00
Fluminense,RJ,Ponte Preta,SP,1,1,2013,30,2013-10-19,16:00:00
Nautico,PE,Santos,SP,1,5,2013,30,2013-10-19,18:30:00
Corinthians,SP,Criciuma,SC,1,0,2013,30,2013-10-19,21:00:00
Goias,GO,Athletico-PR,PR,3,0,2013,30,2013-10-20,16:00:00
Atletico-MG,MG,Flamengo,RJ,1,0,2013,30,2013-10-20,16:00:00
Internacional,RS,Gremio,RS,2,2,2013,30,2013-10-20,16:00:00
Bahia,BA,Sao Paulo,SP,0,1,2013,30,2013-10-20,16:00:00
Botafogo,RJ,Vasco,RJ,2,2,2013,30,2013-10-20,18:30:00
Coritiba,PR,Cruzeiro,MG,2,1,2013,30,2013-10-20,18:30:00
Portuguesa,SP,Vitoria,BA,1,1,2013,30,2013-10-20,18:30:00
Botafogo,RJ,Atletico-MG,MG,1,0,2013,31,2013-10-26,18:30:00
Cruzeiro,MG,Criciuma,SC,5,3,2013,31,2013-10-26,18:30:00
Corinthians,SP,Santos,SP,1,1,2013,31,2013-10-27,16:00:00
Bahia,BA,Athletico-PR,PR,1,1,2013,31,2013-10-27,16:00:00
Internacional,RS,Sao Paulo,SP,2,3,2013,31,2013-10-27,16:00:00
Ponte Preta,SP,Vasco,RJ,2,1,2013,31,2013-10-27,16:00:00
