round,season,hometeam,goalsht,goalsvt,visitingteam,data_partida
13,2008,Santos,1,0,Sport,2008-07-20
13,2008,Goias,3,2,Palmeiras,2008-07-20
13,2008,Sao Paulo,2,1,Botafogo,2008-07-20
13,2008,Flamengo,0,1,Vitoria,2008-07-20
13,2008,Atletico-MG,3,2,Coritiba,2008-07-20
14,2008,Cruzeiro,0,1,Goias,2008-07-23
14,2008,Coritiba,1,0,Ipatinga,2008-07-23
14,2008,Vitoria,2,0,Nautico,2008-07-23
14,2008,Vasco,3,3,Fluminense,2008-07-23
14,2008,Portuguesa,2,2,Flamengo,2008-07-23
14,2008,Botafogo,4,0,Atletico-MG,2008-07-23
14,2008,Internacional,2,0,Sao Paulo,2008-07-23
14,2008,Palmeiras,4,2,Santos,2008-07-24
14,2008,Figueirense,1,7,Gremio,2008-07-24
14,2008,Sport,1,0,Athletico-PR,2008-07-24
15,2008,Nautico,1,2,Coritiba,2008-07-26
15,2008,Ipatinga,1,0,Internacional,2008-07-26
15,2008,Fluminense,1,3,Cruzeiro,2008-07-26
15,2008,Gremio,1,1,Palmeiras,2008-07-27
15,2008,Santos,5,2,Vasco,2008-07-27
15,2008,Goias,1,2,Sport,2008-07-27
15,2008,Athletico-PR,0,0,Figueirense,2008-07-27
15,2008,Flamengo,0,0,Botafogo,2008-07-27
15,2008,Atletico-MG,2,1,Vitoria,2008-07-27
15,2008,Sao Paulo,3,1,Portuguesa,2008-07-27
16,2008,Vitoria,2,1,Athletico-PR,2008-07-30
16,2008,Cruzeiro,4,2,Nautico,2008-07-30
16,2008,Portuguesa,3,1,Fluminense,2008-07-30
16,2008,Botafogo,2,0,Goias,2008-07-30
16,2008,Palmeiras,1,0,Flamengo,2008-07-30
16,2008,Figueirense,1,1,Sao Paulo,2008-07-30
16,2008,Internacional,0,1,Santos,2008-07-30
16,2008,Coritiba,0,1,Gremio,2008-07-31
16,2008,Vasco,6,1,Atletico-MG,2008-07-31
16,2008,Sport,3,1,Ipatinga,2008-07-31
17,2008,Nautico,1,2,Figueirense,2008-08-02
17,2008,Goias,4,0,Portuguesa,2008-08-02
17,2008,Fluminense,1,2,Internacional,2008-08-02
17,2008,Flamengo,1,2,Cruzeiro,2008-08-03
17,2008,Ipatinga,1,2,Palmeiras,2008-08-03
17,2008,Sao Paulo,4,0,Vasco,2008-08-03
17,2008,Gremio,2,0,Vitoria,2008-08-03
17,2008,Atletico-MG,2,1,Sport,2008-08-03
17,2008,Santos,1,3,Coritiba,2008-08-03
17,2008,Athletico-PR,0,3,Botafogo,2008-08-03
18,2008,Gremio,1,0,Ipatinga,2008-08-06
18,2008,Vasco,0,2,Coritiba,2008-08-06
18,2008,Sport,2,0,Portuguesa,2008-08-06
18,2008,Athletico-PR,2,0,Nautico,2008-08-06
18,2008,Santos,2,3,Atletico-MG,2008-08-06
18,2008,Goias,2,1,Flamengo,2008-08-06
18,2008,Fluminense,3,1,Sao Paulo,2008-08-06
18,2008,Cruzeiro,2,0,Internacional,2008-08-07
18,2008,Palmeiras,3,0,Vitoria,2008-08-07
18,2008,Figueirense,1,2,Botafogo,2008-08-07
19,2008,Flamengo,1,0,Athletico-PR,2008-08-09
19,2008,Atletico-MG,0,4,Gremio,2008-08-09
19,2008,Sao Paulo,2,1,Goias,2008-08-09
19,2008,Portuguesa,2,1,Cruzeiro,2008-08-10
19,2008,Vitoria,5,0,Vasco,2008-08-10
19,2008,Botafogo,1,0,Palmeiras,2008-08-10
19,2008,Coritiba,3,0,Sport,2008-08-10
19,2008,Ipatinga,2,1,Fluminense,2008-08-10
19,2008,Nautico,1,0,Santos,2008-08-10
19,2008,Internacional,1,1,Figueirense,2008-08-10
20,2008,Figueirense,2,1,Portuguesa,2008-08-16
20,2008,Cruzeiro,2,1,Vitoria,2008-08-16
20,2008,Athletico-PR,5,0,Ipatinga,2008-08-16
20,2008,Vasco,4,0,Internacional,2008-08-17
20,2008,Gremio,1,0,Sao Paulo,2008-08-17
20,2008,Santos,2,2,Flamengo,2008-08-17
20,2008,Goias,3,0,Nautico,2008-08-17
20,2008,Sport,0,1,Botafogo,2008-08-17
20,2008,Palmeiras,1,0,Coritiba,2008-08-17
20,2008,Fluminense,1,0,Atletico-MG,2008-08-17
21,2008,Vitoria,0,0,Sport,2008-08-20
21,2008,Coritiba,3,0,Figueirense,2008-08-20
21,2008,Sao Paulo,3,1,Athletico-PR,2008-08-20
21,2008,Botafogo,1,0,Cruzeiro,2008-08-20
21,2008,Ipatinga,1,1,Santos,2008-08-20
21,2008,Nautico,1,3,Fluminense,2008-08-20
21,2008,Internacional,4,1,Palmeiras,2008-08-20
21,2008,Flamengo,2,1,Gremio,2008-08-21
21,2008,Atletico-MG,1,1,Goias,2008-08-21
21,2008,Portuguesa,0,1,Vasco,2008-08-21
22,2008,Fluminense,1,1,Sport,2008-08-23
22,2008,Figueirense,1,2,Vitoria,2008-08-23
22,2008,Ipatinga,1,0,Goias,2008-08-24
22,2008,Palmeiras,4,2,Portuguesa,2008-08-24
22,2008,Coritiba,2,2,Sao Paulo,2008-08-24
22,2008,Santos,2,0,Cruzeiro,2008-08-24
22,2008,Internacional,1,1,Flamengo,2008-08-24
22,2008,Vasco,1,1,Botafogo,2008-08-24
22,2008,Atletico-MG,4,0,Athletico-PR,2008-08-24
22,2008,Nautico,1,1,Gremio,2008-08-24
23,2008,Botafogo,1,1,Nautico,2008-08-30
23,2008,Vitoria,0,0,Ipatinga,2008-08-30
23,2008,Goias,2,0,Figueirense,2008-08-30
23,2008,Sao Paulo,0,0,Santos,2008-08-31
23,2008,Sport,1,0,Internacional,2008-08-31
23,2008,Athletico-PR,1,2,Palmeiras,2008-08-31
23,2008,Gremio,2,1,Vasco,2008-08-31
23,2008,Flamengo,2,2,Fluminense,2008-08-31
23,2008,Cruzeiro,1,1,Coritiba,2008-08-31
23,2008,Portuguesa,1,1,Atletico-MG,2008-08-31
24,2008,Goias,4,0,Athletico-PR,2008-09-03
24,2008,Santos,2,0,Vitoria,2008-09-03
24,2008,Figueirense,2,3,Flamengo,2008-09-03
24,2008,Atletico-MG,1,1,Sao Paulo,2008-09-03
24,2008,Vasco,1,3,Cruzeiro,2008-09-04
24,2008,Palmeiras,0,3,Sport,2008-09-04
24,2008,Nautico,2,0,Ipatinga,2008-09-06
24,2008,Coritiba,0,1,Botafogo,2008-09-06
24,2008,Internacional,1,0,Portuguesa,2008-09-06
24,2008,Fluminense,0,0,Gremio,2008-09-06
25,2008,Gremio,1,2,Goias,2008-09-13
25,2008,Athletico-PR,2,0,Portuguesa,2008-09-13
25,2008,Ipatinga,3,2,Atletico-MG,2008-09-13
25,2008,Vasco,1,3,Nautico,2008-09-14
25,2008,Cruzeiro,0,1,Palmeiras,2008-09-14
25,2008,Sao Paulo,2,0,Flamengo,2008-09-14
25,2008,Sport,5,0,Figueirense,2008-09-14
25,2008,Santos,2,1,Fluminense,2008-09-14
25,2008,Vitoria,1,0,Coritiba,2008-09-14
25,2008,Botafogo,1,2,Internacional,2008-09-14
26,2008,Fluminense,2,3,Coritiba,2008-09-20
26,2008,Atletico-MG,2,1,Nautico,2008-09-20
26,2008,Goias,4,1,Santos,2008-09-20
26,2008,Figueirense,3,4,Cruzeiro,2008-09-21
26,2008,Sport,0,0,Sao Paulo,2008-09-21
26,2008,Athletico-PR,0,0,Gremio,2008-09-21
26,2008,Portuguesa,3,1,Botafogo,2008-09-21
26,2008,Flamengo,1,0,Ipatinga,2008-09-21
26,2008,Palmeiras,2,0,Vasco,2008-09-21
26,2008,Internacional,1,0,Vitoria,2008-09-21
27,2008,Flamengo,2,1,Sport,2008-09-27
27,2008,Goias,3,0,Vitoria,2008-09-27
27,2008,Atletico-MG,0,0,Figueirense,2008-09-27
27,2008,Ipatinga,3,1,Vasco,2008-09-28
27,2008,Sao Paulo,2,0,Cruzeiro,2008-09-28
27,2008,Nautico,0,0,Palmeiras,2008-09-28
27,2008,Coritiba,1,1,Athletico-PR,2008-09-28
27,2008,Santos,1,1,Portuguesa,2008-09-28
27,2008,Internacional,4,1,Gremio,2008-09-28
27,2008,Botafogo,1,1,Fluminense,2008-09-28
28,2008,Fluminense,1,1,Goias,2008-10-01
28,2008,Vitoria,3,1,Portuguesa,2008-10-02
28,2008,Cruzeiro,1,0,Sport,2008-10-02
28,2008,Gremio,2,1,Botafogo,2008-10-04
28,2008,Ipatinga,1,3,Sao Paulo,2008-10-04
28,2008,Palmeiras,3,1,Atletico-MG,2008-10-04
28,2008,Vasco,2,4,Figueirense,2008-10-04
28,2008,Nautico,0,2,Flamengo,2008-10-04
28,2008,Coritiba,4,2,Internacional,2008-10-04
28,2008,Santos,4,0,Athletico-PR,2008-10-04
29,2008,Gremio,2,0,Santos,2008-10-08
29,2008,Sport,2,2,Vasco,2008-10-08
29,2008,Figueirense,0,0,Palmeiras,2008-10-08
29,2008,Botafogo,3,1,Vitoria,2008-10-09
29,2008,Cruzeiro,1,0,Ipatinga,2008-10-09
29,2008,Sao Paulo,1,0,Nautico,2008-10-09
29,2008,Flamengo,0,3,Atletico-MG,2008-10-11
29,2008,Athletico-PR,1,3,Fluminense,2008-10-11
29,2008,Portuguesa,0,0,Coritiba,2008-10-11
29,2008,Goias,1,1,Internacional,2008-10-11
30,2008,Botafogo,0,1,Santos,2008-10-18
30,2008,Internacional,2,1,Athletico-PR,2008-10-18
30,2008,Figueirense,1,1,Ipatinga,2008-10-18
30,2008,Atletico-MG,0,2,Cruzeiro,2008-10-19
30,2008,Palmeiras,2,2,Sao Paulo,2008-10-19
30,2008,Vitoria,2,2,Fluminense,2008-10-19
30,2008,Coritiba,1,1,Goias,2008-10-19
30,2008,Vasco,0,1,Flamengo,2008-10-19
30,2008,Sport,2,2,Nautico,2008-10-19
30,2008,Portuguesa,2,0,Gremio,2008-10-19
31,2008,Goias,2,4,Vasco,2008-10-22
31,2008,Sao Paulo,2,1,Vitoria,2008-10-23
31,2008,Flamengo,5,0,Coritiba,2008-10-23
31,2008,Gremio,1,0,Sport,2008-10-23
31,2008,Fluminense,3,0,Palmeiras,2008-10-25
31,2008,Ipatinga,0,3,Botafogo,2008-10-25
31,2008,Atletico-MG,2,2,Internacional,2008-10-25
31,2008,Nautico,1,1,Portuguesa,2008-10-25
31,2008,Athletico-PR,1,0,Cruzeiro,2008-10-25
31,2008,Santos,3,0,Figueirense,2008-10-25
32,2008,Portuguesa,2,0,Ipatinga,2008-10-29
32,2008,Coritiba,2,1,Atletico-MG,2008-10-29
32,2008,Palmeiras,1,0,Goias,2008-10-29
32,2008,Internacional,1,1,Nautico,2008-10-29
32,2008,Vitoria,0,0,Flamengo,2008-10-29
32,2008,Botafogo,1,2,Sao Paulo,2008-10-29
32,2008,Cruzeiro,3,0,Gremio,2008-10-29
32,2008,Vasco,2,2,Athletico-PR,2008-10-30
32,2008,Sport,1,1,Santos,2008-10-30
32,2008,Figueirense,0,1,Fluminense,2008-11-05
33,2008,Nautico,1,0,Vitoria,2008-11-01
33,2008,Flamengo,2,2,Portuguesa,2008-11-01
33,2008,Ipatinga,2,0,Coritiba,2008-11-01
33,2008,Santos,1,2,Palmeiras,2008-11-02
33,2008,Goias,3,0,Cruzeiro,2008-11-02
33,2008,Athletico-PR,1,0,Sport,2008-11-02
33,2008,Atletico-MG,2,1,Botafogo,2008-11-02
33,2008,Sao Paulo,3,0,Internacional,2008-11-02
33,2008,Gremio,1,1,Figueirense,2008-11-02
33,2008,Fluminense,0,1,Vasco,2008-11-02
34,2008,Vasco,1,0,Santos,2008-11-08
34,2008,Figueirense,0,2,Athletico-PR,2008-11-08
34,2008,Portuguesa,2,3,Sao Paulo,2008-11-08
34,2008,Cruzeiro,1,0,Fluminense,2008-11-09
34,2008,Palmeiras,0,1,Gremio,2008-11-09
34,2008,Sport,2,1,Goias,2008-11-09
34,2008,Coritiba,0,0,Nautico,2008-11-09
34,2008,Vitoria,0,1,Atletico-MG,2008-11-09
34,2008,Internacional,4,0,Ipatinga,2008-11-09
34,2008,Botafogo,0,1,Flamengo,2008-11-09
35,2008,Atletico-MG,4,1,Vasco,2008-11-12
35,2008,Ipatinga,3,0,Sport,2008-11-15
35,2008,Nautico,5,2,Cruzeiro,2008-11-15
35,2008,Fluminense,3,1,Portuguesa,2008-11-15
35,2008,Flamengo,5,2,Palmeiras,2008-11-16
35,2008,Sao Paulo,3,1,Figueirense,2008-11-16
35,2008,Goias,3,1,Botafogo,2008-11-16
35,2008,Athletico-PR,2,1,Vitoria,2008-11-16
35,2008,Santos,1,0,Internacional,2008-11-16
35,2008,Gremio,2,1,Coritiba,2008-11-16
36,2008,Figueirense,4,3,Nautico,2008-11-20
36,2008,Botafogo,2,2,Athletico-PR,2008-11-22
36,2008,Portuguesa,0,0,Goias,2008-11-22
36,2008,Coritiba,5,1,Santos,2008-11-22
36,2008,Vitoria,4,2,Gremio,2008-11-23
36,2008,Vasco,1,2,Sao Paulo,2008-11-23
36,2008,Cruzeiro,3,2,Flamengo,2008-11-23
36,2008,Palmeiras,2,0,Ipatinga,2008-11-23
36,2008,Sport,3,0,Atletico-MG,2008-11-23
36,2008,Internacional,0,2,Fluminense,2008-11-23
37,2008,Flamengo,3,3,Goias,2008-11-30
37,2008,Ipatinga,1,4,Gremio,2008-11-30
37,2008,Atletico-MG,0,0,Santos,2008-11-30
37,2008,Sao Paulo,1,1,Fluminense,2008-11-30
37,2008,Nautico,2,1,Athletico-PR,2008-11-30
37,2008,Coritiba,0,2,Vasco,2008-11-30
37,2008,Portuguesa,2,2,Sport,2008-11-30
37,2008,Vitoria,0,0,Palmeiras,2008-11-30
37,2008,Internacional,1,0,Cruzeiro,2008-11-30
37,2008,Botafogo,1,3,Figueirense,2008-11-30
38,2008,Cruzeiro,4,1,Portuguesa,2008-12-07
38,2008,Figueirense,3,1,Internacional,2008-12-07
38,2008,Vasco,0,2,Vitoria,2008-12-07
38,2008,Sport,4,3,Coritiba,2008-12-07
38,2008,Athletico-PR,5,3,Flamengo,2008-12-07
38,2008,Santos,0,0,Nautico,2008-12-07
38,2008,Goias,0,1,Sao Paulo,2008-12-07
38,2008,Gremio,2,0,Atletico-MG,2008-12-07
38,2008,Fluminense,1,1,Ipatinga,2008-12-07
38,2008,Palmeiras,0,1,Botafogo,2008-12-07
1,2009,Palmeiras,2,1,Coritiba,2009-05-09
1,2009,Sport,1,1,Barueri,2009-05-09
1,2009,Avai,2,2,Atletico-MG,2009-05-09
1,2009,Athletico-PR,0,2,Vitoria,2009-05-10
1,2009,Fluminense,1,0,Sao Paulo,2009-05-10
1,2009,Cruzeiro,2,0,Flamengo,2009-05-10
1,2009,Corinthians,0,1,Internacional,2009-05-10
1,2009,Gremio,1,1,Santos,2009-05-10
1,2009,Goias,3,3,Nautico,2009-05-10
1,2009,Santo Andre,1,1,Botafogo,2009-05-10
2,2009,Coritiba,2,4,Santo Andre,2009-05-16
2,2009,Atletico-MG,2,1,Gremio,2009-05-16
2,2009,Flamengo,0,0,Avai,2009-05-16
2,2009,Santos,3,3,Goias,2009-05-17
2,2009,Barueri,0,0,Fluminense,2009-05-17
2,2009,Internacional,2,0,Palmeiras,2009-05-17
2,2009,Sao Paulo,2,2,Athletico-PR,2009-05-17
2,2009,Nautico,2,0,Cruzeiro,2009-05-17
2,2009,Botafogo,0,0,Corinthians,2009-05-17
2,2009,Vitoria,1,0,Sport,2009-05-17
3,2009,Corinthians,2,1,Barueri,2009-05-23
3,2009,Cruzeiro,2,0,Vitoria,2009-05-23
3,2009,Goias,0,1,Internacional,2009-05-23
3,2009,Gremio,2,0,Botafogo,2009-05-24
3,2009,Palmeiras,0,0,Sao Paulo,2009-05-24
3,2009,Athletico-PR,2,3,Nautico,2009-05-24
3,2009,Fluminense,1,4,Santos,2009-05-24
3,2009,Santo Andre,1,2,Flamengo,2009-05-24
3,2009,Avai,2,2,Coritiba,2009-05-24
3,2009,Sport,2,3,Atletico-MG,2009-05-24
4,2009,Coritiba,1,3,Goias,2009-05-30
4,2009,Atletico-MG,0,0,Santo Andre,2009-05-30
4,2009,Botafogo,2,2,Sport,2009-05-30
4,2009,Nautico,1,1,Fluminense,2009-05-31
4,2009,Sao Paulo,3,0,Cruzeiro,2009-05-31
4,2009,Santos,3,1,Corinthians,2009-05-31
4,2009,Flamengo,2,1,Athletico-PR,2009-05-31
4,2009,Vitoria,1,0,Gremio,2009-05-31
4,2009,Internacional,2,1,Avai,2009-05-31
4,2009,Barueri,2,2,Palmeiras,2009-05-31
5,2009,Santo Andre,3,3,Santos,2009-06-04
5,2009,Gremio,3,0,Nautico,2009-06-04
5,2009,Corinthians,2,0,Coritiba,2009-06-06
5,2009,Palmeiras,2,1,Vitoria,2009-06-07
5,2009,Avai,0,0,Sao Paulo,2009-06-07
5,2009,Sport,4,2,Flamengo,2009-06-07
5,2009,Athletico-PR,0,4,Atletico-MG,2009-06-07
5,2009,Cruzeiro,1,1,Internacional,2009-06-07
5,2009,Fluminense,1,0,Botafogo,2009-06-07
5,2009,Goias,2,2,Barueri,2009-06-07
6,2009,Sport,0,1,Athletico-PR,2009-06-13
6,2009,Botafogo,2,0,Santos,2009-06-13
6,2009,Sao Paulo,1,1,Santo Andre,2009-06-13
6,2009,Fluminense,0,0,Gremio,2009-06-14
6,2009,Goias,0,0,Corinthians,2009-06-14
6,2009,Atletico-MG,3,0,Nautico,2009-06-14
6,2009,Coritiba,5,0,Flamengo,2009-06-14
6,2009,Palmeiras,3,1,Cruzeiro,2009-06-14
6,2009,Internacional,0,0,Vitoria,2009-06-14
6,2009,Barueri,3,1,Avai,2009-06-14
7,2009,Athletico-PR,2,2,Palmeiras,2009-06-20
7,2009,Santo Andre,2,1,Sport,2009-06-20
7,2009,Vitoria,4,3,Botafogo,2009-06-20
7,2009,Gremio,2,2,Goias,2009-06-20
7,2009,Nautico,0,1,Coritiba,2009-06-20
7,2009,Avai,3,2,Fluminense,2009-06-20
7,2009,Corinthians,3,1,Sao Paulo,2009-06-21
7,2009,Flamengo,4,0,Internacional,2009-06-21
7,2009,Santos,2,3,Atletico-MG,2009-06-21
7,2009,Cruzeiro,2,4,Barueri,2009-06-21
8,2009,Athletico-PR,1,0,Corinthians,2009-06-27
8,2009,Sao Paulo,2,0,Nautico,2009-06-27
8,2009,Barueri,4,2,Atletico-MG,2009-06-27
8,2009,Cruzeiro,1,0,Avai,2009-06-27
8,2009,Botafogo,1,4,Goias,2009-06-27
8,2009,Internacional,3,0,Coritiba,2009-06-28
8,2009,Palmeiras,1,1,Santos,2009-06-28
8,2009,Vitoria,4,1,Santo Andre,2009-06-28
8,2009,Sport,3,1,Gremio,2009-06-28
8,2009,Fluminense,0,0,Flamengo,2009-06-28
9,2009,Santo Andre,1,1,Barueri,2009-07-04
9,2009,Flamengo,2,1,Vitoria,2009-07-04
9,2009,Santos,1,0,Sport,2009-07-04
9,2009,Coritiba,2,0,Sao Paulo,2009-07-05
9,2009,Goias,1,0,Cruzeiro,2009-07-05
9,2009,Gremio,4,1,Athletico-PR,2009-07-05
9,2009,Atletico-MG,1,1,Botafogo,2009-07-05
9,2009,Nautico,0,2,Internacional,2009-07-05
9,2009,Avai,0,3,Palmeiras,2009-07-05
9,2009,Corinthians,4,2,Fluminense,2009-07-08
10,2009,Palmeiras,4,1,Nautico,2009-07-11
10,2009,Avai,1,2,Botafogo,2009-07-11
10,2009,Barueri,3,1,Coritiba,2009-07-11
10,2009,Cruzeiro,0,3,Atletico-MG,2009-07-12
10,2009,Gremio,3,0,Corinthians,2009-07-12
10,2009,Athletico-PR,3,2,Internacional,2009-07-12
10,2009,Sao Paulo,2,2,Flamengo,2009-07-12
10,2009,Vitoria,6,2,Santos,2009-07-12
10,2009,Sport,1,0,Goias,2009-07-12
10,2009,Fluminense,0,1,Santo Andre,2009-07-12
11,2009,Coritiba,2,1,Gremio,2009-07-15
11,2009,Goias,0,2,Avai,2009-07-15
11,2009,Santo Andre,1,0,Athletico-PR,2009-07-15
11,2009,Santos,3,3,Barueri,2009-07-15
11,2009,Flamengo,1,2,Palmeiras,2009-07-15
11,2009,Internacional,4,2,Fluminense,2009-07-15
11,2009,Atletico-MG,2,0,Sao Paulo,2009-07-16
11,2009,Corinthians,4,3,Sport,2009-07-16
11,2009,Nautico,1,1,Vitoria,2009-07-16
11,2009,Botafogo,1,1,Cruzeiro,2009-08-27
12,2009,Fluminense,1,4,Goias,2009-07-18
12,2009,Palmeiras,1,0,Santo Andre,2009-07-18
12,2009,Cruzeiro,1,2,Corinthians,2009-07-19
12,2009,Vitoria,0,0,Atletico-MG,2009-07-19
12,2009,Athletico-PR,0,0,Coritiba,2009-07-19
12,2009,Gremio,2,1,Internacional,2009-07-19
12,2009,Sao Paulo,2,1,Santos,2009-07-19
12,2009,Sport,1,3,Avai,2009-07-19
12,2009,Barueri,4,0,Nautico,2009-07-19
12,2009,Botafogo,2,2,Flamengo,2009-07-19
13,2009,Avai,1,0,Gremio,2009-07-22
13,2009,Santo Andre,0,2,Cruzeiro,2009-07-22
13,2009,Flamengo,1,1,Barueri,2009-07-22
13,2009,Santos,1,0,Athletico-PR,2009-07-22
13,2009,Goias,2,1,Palmeiras,2009-07-22
13,2009,Nautico,2,2,Botafogo,2009-07-22
13,2009,Internacional,2,2,Sao Paulo,2009-07-22
13,2009,Coritiba,1,1,Sport,2009-07-23
13,2009,Corinthians,2,1,Vitoria,2009-07-23
13,2009,Atletico-MG,2,1,Fluminense,2009-07-23
14,2009,Athletico-PR,1,3,Avai,2009-07-25
14,2009,Gremio,3,2,Santo Andre,2009-07-25
14,2009,Botafogo,3,2,Internacional,2009-07-25
14,2009,Atletico-MG,0,1,Goias,2009-07-26
14,2009,Santos,1,2,Flamengo,2009-07-26
14,2009,Corinthians,0,3,Palmeiras,2009-07-26
14,2009,Sport,3,3,Nautico,2009-07-26
14,2009,Barueri,1,2,Sao Paulo,2009-07-26
14,2009,Fluminense,1,1,Cruzeiro,2009-07-26
14,2009,Vitoria,1,0,Coritiba,2009-07-26
15,2009,Coritiba,2,2,Botafogo,2009-07-29
15,2009,Nautico,1,2,Santos,2009-07-29
15,2009,Goias,3,0,Athletico-PR,2009-07-29
15,2009,Internacional,3,2,Barueri,2009-07-29
15,2009,Cruzeiro,1,0,Sport,2009-07-29
15,2009,Santo Andre,1,1,Corinthians,2009-07-29
15,2009,Palmeiras,1,0,Fluminense,2009-07-29
15,2009,Flamengo,3,1,Atletico-MG,2009-07-30
15,2009,Sao Paulo,2,1,Gremio,2009-07-30
15,2009,Avai,4,0,Vitoria,2009-07-30
16,2009,Botafogo,2,1,Barueri,2009-08-01
16,2009,Sport,0,1,Palmeiras,2009-08-01
16,2009,Corinthians,0,0,Avai,2009-08-02
16,2009,Athletico-PR,1,0,Fluminense,2009-08-02
16,2009,Vitoria,0,1,Sao Paulo,2009-08-02
16,2009,Flamengo,1,1,Nautico,2009-08-02
16,2009,Gremio,4,1,Cruzeiro,2009-08-02
16,2009,Atletico-MG,3,2,Coritiba,2009-08-02
16,2009,Santo Andre,1,2,Goias,2009-08-02
16,2009,Santos,3,3,Internacional,2009-08-26
17,2009,Cruzeiro,0,2,Athletico-PR,2009-08-05
17,2009,Sao Paulo,3,1,Botafogo,2009-08-05
17,2009,Avai,1,0,Santo Andre,2009-08-05
17,2009,Nautico,1,0,Corinthians,2009-08-05
17,2009,Goias,3,2,Flamengo,2009-08-05
17,2009,Coritiba,0,1,Santos,2009-08-05
17,2009,Barueri,4,0,Vitoria,2009-08-06
17,2009,Palmeiras,1,1,Gremio,2009-08-06
17,2009,Fluminense,5,1,Sport,2009-08-06
17,2009,Internacional,3,0,Atletico-MG,2009-09-02
18,2009,Nautico,2,1,Santo Andre,2009-08-08
18,2009,Botafogo,0,1,Athletico-PR,2009-08-08
18,2009,Santos,2,2,Avai,2009-08-08
18,2009,Vitoria,2,2,Fluminense,2009-08-09
18,2009,Flamengo,1,0,Corinthians,2009-08-09
18,2009,Coritiba,1,3,Cruzeiro,2009-08-09
18,2009,Barueri,1,0,Gremio,2009-08-09
18,2009,Sao Paulo,3,1,Goias,2009-08-09
18,2009,Internacional,3,0,Sport,2009-08-10
18,2009,Atletico-MG,1,1,Palmeiras,2009-08-12
19,2009,Palmeiras,1,1,Botafogo,2009-08-15
19,2009,Avai,2,1,Nautico,2009-08-15
19,2009,Santo Andre,0,2,Internacional,2009-08-15
19,2009,Corinthians,2,0,Atletico-MG,2009-08-16
19,2009,Sport,1,2,Sao Paulo,2009-08-16
19,2009,Gremio,4,1,Flamengo,2009-08-16
19,2009,Fluminense,1,3,Coritiba,2009-08-16
19,2009,Goias,3,2,Vitoria,2009-08-16
19,2009,Cruzeiro,0,0,Santos,2009-08-16
19,2009,Athletico-PR,3,0,Barueri,2009-08-16
20,2009,Santos,1,0,Gremio,2009-08-19
20,2009,Vitoria,2,1,Athletico-PR,2009-08-19
20,2009,Botafogo,1,2,Santo Andre,2009-08-19
20,2009,Barueri,2,1,Sport,2009-08-19
20,2009,Internacional,1,2,Corinthians,2009-08-19
20,2009,Coritiba,1,0,Palmeiras,2009-08-19
20,2009,Sao Paulo,1,0,Fluminense,2009-08-19
20,2009,Nautico,2,0,Goias,2009-08-20
20,2009,Atletico-MG,2,2,Avai,2009-08-20
20,2009,Flamengo,1,2,Cruzeiro,2009-08-20
21,2009,Santo Andre,1,0,Coritiba,2009-08-22
21,2009,Palmeiras,2,1,Internacional,2009-08-22
21,2009,Sport,2,0,Vitoria,2009-08-22
21,2009,Corinthians,3,3,Botafogo,2009-08-23
21,2009,Athletico-PR,1,0,Sao Paulo,2009-08-23
21,2009,Gremio,4,1,Atletico-MG,2009-08-23
21,2009,Fluminense,0,0,Barueri,2009-08-23
21,2009,Avai,3,0,Flamengo,2009-08-23
21,2009,Cruzeiro,4,2,Nautico,2009-08-23
21,2009,Goias,2,1,Santos,2009-08-23
22,2009,Barueri,2,2,Corinthians,2009-08-26
22,2009,Coritiba,2,0,Avai,2009-08-29
22,2009,Nautico,3,0,Athletico-PR,2009-08-29
22,2009,Flamengo,3,0,Santo Andre,2009-08-29
22,2009,Atletico-MG,1,1,Sport,2009-08-29
22,2009,Sao Paulo,0,0,Palmeiras,2009-08-29
22,2009,Santos,2,0,Fluminense,2009-08-29
22,2009,Internacional,4,0,Goias,2009-08-29
22,2009,Botafogo,3,3,Gremio,2009-08-29
22,2009,Vitoria,3,3,Cruzeiro,2009-08-29
23,2009,Corinthians,2,1,Santos,2009-09-02
23,2009,Sport,2,1,Botafogo,2009-09-05
23,2009,Gremio,1,1,Vitoria,2009-09-05
23,2009,Palmeiras,2,1,Barueri,2009-09-05
23,2009,Cruzeiro,1,2,Sao Paulo,2009-09-06
23,2009,Goias,2,2,Coritiba,2009-09-06
23,2009,Athletico-PR,0,0,Flamengo,2009-09-06
23,2009,Avai,1,2,Internacional,2009-09-05
23,2009,Santo Andre,1,2,Atletico-MG,2009-09-05
23,2009,Fluminense,1,1,Nautico,2009-09-05
24,2009,Sao Paulo,2,0,Avai,2009-09-12
24,2009,Flamengo,3,0,Sport,2009-09-12
24,2009,Santos,1,0,Santo Andre,2009-09-13
24,2009,Internacional,2,3,Cruzeiro,2009-09-13
24,2009,Atletico-MG,2,1,Athletico-PR,2009-09-13
24,2009,Vitoria,3,2,Palmeiras,2009-09-13
24,2009,Botafogo,0,0,Fluminense,2009-09-13
24,2009,Barueri,3,1,Goias,2009-09-13
24,2009,Nautico,0,2,Gremio,2009-09-13
24,2009,Coritiba,1,1,Corinthians,2009-09-16
25,2009,Vitoria,2,0,Internacional,2009-09-19
25,2009,Athletico-PR,1,0,Sport,2009-09-19
25,2009,Nautico,0,0,Atletico-MG,2009-09-19
25,2009,Gremio,5,1,Fluminense,2009-09-20
